sample	MSMclade_isolate
SRR7221116	0
SRR7221117	0
SRR7221122	1
SRR7221124	0
SRR7221190	0
SRR7221206	1
SRR7221211	1
SRR7221220	0
SRR7221225	0
SRR7221229	0
SRR7221232	0
SRR7221238	1
SRR7221244	0
SRR7221268	0
SRR7221270	1
SRR7221281	1
SRR7221289	0
SRR7221339	0
SRR7223035	1
SRR7223042	0
SRR7223043	0
SRR7223044	0
SRR7223045	0
SRR7223053	1
SRR7223064	1
SRR7223066	1
SRR7223068	1
SRR7223069	0
SRR7223073	0
SRR7223076	0
SRR7223077	0
SRR7223092	0
SRR7223098	0
SRR7223102	0
SRR7223124	0
SRR7223129	0
SRR7223147	0
SRR7223152	1
SRR7223155	0
SRR7230167	0
SRR7230207	0
SRR7230215	0
SRR7230217	0
SRR7230234	1
SRR7230237	0
SRR7230239	1
SRR7230245	0
SRR7230248	1
SRR7230252	0
SRR7230295	0
SRR7230304	0
SRR7230306	0
SRR7230314	0
SRR7230356	0
SRR7230372	1
SRR7230394	0
SRR7236438	1
SRR7236441	0
SRR7236571	0
SRR7236588	1
SRR7236597	0
SRR7236601	1
SRR7236616	0
SRR7236621	1
SRR7236634	0
SRR7236639	1
SRR7236644	0
SRR7236676	0
SRR7236677	1
SRR7236689	1
SRR7244226	1
SRR7244234	0
SRR7244235	0
SRR7244244	0
SRR7244245	1
SRR7244246	1
SRR7244276	0
SRR7244283	0
SRR7244297	0
SRR7244315	1
SRR7244326	0
SRR7244379	0
SRR7249502	1
SRR7249513	1
SRR7249685	0
SRR7249700	0
SRR7249703	0
SRR7249704	0
SRR7249705	1
SRR7249706	1
SRR7249715	0
SRR7249720	1
SRR7249723	0
SRR7249739	0
SRR7249751	1
SRR7249771	1
SRR7249802	0
SRR7249808	1
SRR7250950	1
SRR7250971	0
SRR7250982	1
SRR7250988	1
SRR7250994	0
SRR7250997	0
SRR7250998	0
SRR7251005	0
SRR7251012	0
SRR7251027	1
SRR7251061	0
SRR7251417	1
SRR7251422	1
SRR7251425	0
SRR7251428	1
SRR7251451	0
SRR7251453	0
SRR7251458	1
SRR7251459	1
SRR7251460	0
SRR7251461	1
SRR7251464	0
SRR7251471	1
SRR7251478	1
SRR7251481	1
SRR7251489	0
SRR7251492	1
SRR7251505	0
SRR7256806	0
SRR7256810	0
SRR7256955	1
SRR7256961	0
SRR7256965	0
SRR7256976	0
SRR7256979	0
SRR7256981	0
SRR7256982	0
SRR7256987	0
SRR7256995	1
SRR7257084	0
SRR7257104	0
SRR7257463	1
SRR7265737	1
SRR7265847	1
SRR7265864	1
SRR7265867	0
SRR7265924	1
SRR7265943	0
SRR7265957	1
SRR7265968	0
SRR7265969	1
SRR7266383	0
SRR7266390	1
SRR7266759	0
SRR7266764	1
SRR7266768	0
SRR7266779	0
SRR7266784	0
SRR7266792	1
SRR7266797	0
SRR7266800	1
SRR7266801	0
SRR7266806	0
SRR7266811	0
SRR7266819	1
SRR7266830	1
SRR7274752	0
SRR7274784	0
SRR7274788	0
SRR7274812	1
SRR7274820	0
SRR7274822	1
SRR7274823	1
SRR7274827	1
SRR7274832	0
SRR7274833	0
SRR7274835	1
SRR7274844	0
SRR7274847	1
SRR7274963	1
SRR7275074	1
SRR7276920	0
SRR7276921	1
SRR7276951	0
SRR7276957	1
SRR7276961	1
SRR7276964	1
SRR7277696	1
SRR7277705	0
SRR7277706	0
SRR7277709	0
SRR7277727	1
SRR7277737	0
SRR7277745	0
SRR7277766	0
SRR7277767	0
SRR7277777	0
SRR7277780	0
SRR7277782	0
SRR7277783	1
SRR7277803	0
SRR7282615	1
SRR7282626	0
SRR7282638	0
SRR7283661	0
SRR7283664	0
SRR7283665	0
SRR7283669	0
SRR7283719	0
SRR7283731	0
SRR7283742	1
SRR7283745	0
SRR7283748	0
SRR7283799	0
SRR7283802	0
SRR7283812	0
SRR7283819	1
SRR7283823	0
SRR7285410	1
SRR7285432	0
SRR7285457	0
SRR7285458	1
SRR7285460	1
SRR7285464	1
SRR7285466	0
SRR7285490	1
SRR7285506	0
SRR7285517	1
SRR7285543	0
SRR7285553	1
SRR7285557	0
SRR7285559	0
SRR7285578	0
SRR7285586	1
SRR7285610	0
SRR7285618	1
SRR7285628	1
SRR7286166	1
SRR7286170	0
SRR7286174	0
SRR7286178	1
SRR7286252	0
SRR7286259	0
SRR7286367	0
SRR7286373	1
SRR7286376	1
SRR7286377	1
SRR7286381	0
SRR7286382	1
SRR7286392	0
SRR7286393	1
SRR7286395	1
SRR7286399	1
SRR7286402	1
SRR7286446	1
SRR7286459	1
SRR7286484	1
SRR7286494	0
SRR7286501	0
SRR7286505	0
SRR7286507	0
SRR7286509	0
SRR7286510	0
SRR7286516	0
SRR7286525	0
SRR7286528	0
SRR7286537	0
SRR7286538	1
SRR7286542	0
SRR7286591	1
SRR7286604	0
SRR7286605	0
SRR7286606	1
SRR7286615	0
SRR7286619	1
SRR7286629	0
SRR7286633	0
SRR7286653	1
SRR7286662	0
SRR7286678	0
SRR7286710	0
SRR7290892	0
SRR7290914	0
SRR7290919	0
SRR7290923	1
SRR7290965	0
SRR7290970	0
SRR7290979	0
SRR7290994	0
SRR7290997	0
SRR7291002	1
SRR7291004	0
SRR7291035	0
SRR7291543	1
SRR7291554	0
SRR7291556	0
SRR7291589	0
SRR7291602	1
SRR7291603	1
SRR7291604	0
SRR7291609	0
SRR7291619	0
SRR7291620	0
SRR7291632	0
SRR7291634	0
SRR7291640	0
SRR7291662	1
SRR7291671	0
SRR7291838	1
SRR7291918	0
SRR7291923	0
SRR7291940	0
SRR7292640	0
SRR7358004	0
SRR7358019	0
SRR7358034	0
SRR7358044	0
SRR7358046	0
SRR7358050	0
SRR7358109	1
SRR7358110	0
SRR7358280	0
SRR7358282	1
SRR7358285	0
SRR7358286	0
SRR7358290	0
SRR7358291	0
SRR7367198	0
SRR7367204	0
SRR7367207	0
SRR7367233	0
SRR7367236	1
SRR7367259	0
SRR7367368	0
SRR7367376	1
SRR7367377	1
SRR7367382	0
SRR7367389	0
SRR7367394	0
SRR7367395	0
SRR7367402	1
SRR7367405	1
SRR7367425	0
SRR7367426	0
SRR7367433	0
SRR7367455	1
SRR7367463	0
SRR7367464	0
SRR7367525	1
SRR7367548	0
SRR7367574	0
SRR7368889	0
SRR7401619	0
SRR7401662	0
SRR7401665	0
SRR7401667	0
SRR7401695	0
SRR7407910	0
SRR7407941	0
SRR7407942	0
SRR7407950	0
SRR7407969	0
SRR7407988	0
SRR7407989	0
SRR7408188	1
SRR7416056	1
SRR7416065	0
SRR7416068	1
SRR7416072	1
SRR7417190	1
SRR7439045	1
SRR7456562	1
SRR7474045	0
SRR7495420	1
SRR7495429	0
SRR7500947	0
SRR7500963	0
SRR7500968	0
SRR7501004	0
SRR7501114	0
SRR7501335	0
SRR7505876	0
SRR7522836	0
SRR7522848	0
SRR7527636	0
SRR7527639	0
SRR7527642	1
SRR7527643	0
SRR7527646	0
SRR7588672	0
SRR7588689	0
SRR7588693	0
SRR7588706	0
SRR7588717	1
SRR7588726	0
SRR7588730	1
SRR7826907	0
SRR7826912	0
SRR7826929	1
SRR7826930	0
SRR7826956	0
SRR7826965	0
SRR7827033	1
SRR7827036	1
SRR7827052	1
SRR7827058	1
SRR7827066	1
SRR7827081	1
SRR7827109	1
SRR7832334	0
SRR7833077	0
SRR7833089	1
SRR7833092	1
SRR7835328	0
SRR7835543	1
SRR7835549	1
SRR7836306	1
SRR7836307	0
SRR7837068	1
SRR7838550	1
SRR7838555	1
SRR7839301	0
SRR7839317	1
SRR7839327	1
SRR7839328	1
SRR7839335	1
SRR7839343	0
SRR7839366	0
SRR7842059	1
SRR7842066	0
SRR7842077	1
SRR7842084	0
SRR7842086	1
SRR7842093	0
SRR7842100	0
SRR7842105	0
SRR7842114	0
SRR7842133	1
SRR7842161	0
SRR7842166	1
SRR7842183	0
SRR7849992	0
SRR7850001	1
SRR7850003	0
SRR7850009	0
SRR7850015	1
SRR7850019	0
SRR7850023	0
SRR7850046	1
SRR7850053	1
SRR7850054	0
SRR7850062	1
SRR7850068	0
SRR7850115	0
SRR7850128	1
SRR7850139	1
SRR7850147	0
SRR7850155	0
SRR7850164	0
SRR7850165	0
SRR7850173	0
SRR7850203	0
SRR7850207	0
SRR7850219	0
SRR7850386	0
SRR7866073	0
SRR7866245	0
SRR7866256	0
SRR7866287	1
SRR7889985	1
SRR7890010	0
SRR7890014	0
SRR7890117	0
SRR7892124	0
SRR7892541	0
SRR7892547	1
SRR7892548	0
SRR7895970	1
SRR7895989	0
SRR7895994	1
SRR7895996	1
SRR7896002	0
SRR7943893	0
SRR7943908	0
SRR7943923	0
SRR7943931	0
SRR7988743	1
SRR8032853	0
SRR8052172	0
SRR8052174	0
SRR8052179	0
SRR8052187	0
SRR8086681	0
SRR8086713	0
SRR8086724	0
SRR8086725	0
SRR8086727	0
SRR8087112	1
SRR8087113	0
SRR8097435	0
SRR8097458	1
SRR8097473	0
SRR8097474	0
SRR8114755	0
SRR8114771	0
SRR8114777	0
SRR8114781	0
SRR8114790	0
SRR8116857	0
SRR8116859	1
SRR8117831	1
SRR8117833	1
SRR8148299	1
SRR8148869	0
SRR8149133	1
SRR8165799	0
SRR8165808	0
SRR8166008	0
SRR8166030	0
SRR8166037	0
SRR8172601	0
SRR8182951	0
SRR8183257	0
SRR8184552	0
SRR8185669	1
SRR8194861	1
SRR8201573	0
SRR8204014	0
SRR8204015	1
SRR8204016	0
SRR8204017	1
SRR8237810	0
SRR8237811	1
SRR8237816	0
SRR8237818	0
SRR8237822	0
SRR8237827	0
SRR8239836	0
SRR8240392	1
SRR8240411	0
SRR8240965	0
SRR8263044	0
SRR8263047	0
SRR8268972	0
SRR8268974	0
SRR8281081	0
SRR8281082	0
SRR8281083	0
SRR8281088	0
SRR8281090	0
SRR8281093	0
SRR8281099	0
SRR8281105	0
SRR8281107	0
SRR8281109	0
SRR8281114	1
SRR8283102	0
SRR8293488	0
SRR8293489	0
SRR8293494	0
SRR8293497	1
SRR8293757	0
SRR8299409	0
SRR8307239	0
SRR8307245	1
SRR8307265	0
SRR8307266	1
SRR8307270	0
SRR8325461	0
SRR8325552	0
SRR8325554	1
SRR8332400	1
SRR8364208	1
SRR8367000	0
SRR8367001	1
SRR8368699	1
SRR8369245	1
SRR8375180	0
SRR8375182	0
SRR8377827	0
SRR8381974	0
SRR8382245	1
SRR8405055	0
SRR8405060	0
SRR8418840	0
SRR8419056	1
SRR8419057	1
SRR8427517	0
SRR8429819	0
SRR8435651	1
SRR8444438	0
SRR8448208	0
SRR8452173	0
SRR8452174	0
SRR8457062	0
SRR8457082	1
SRR8467677	0
SRR8467680	0
SRR8473385	0
SRR8473386	0
SRR8473593	0
SRR8490596	1
SRR8490598	1
SRR8490600	0
SRR8508339	1
SRR8513650	0
SRR8513651	0
SRR8513678	0
SRR8523760	0
SRR8524541	0
SRR8540693	0
SRR8540695	0
SRR8551537	0
SRR8551538	0
SRR8551539	0
SRR8551540	0
SRR8551541	1
SRR8551556	0
SRR8553840	1
SRR8553845	0
SRR8554749	0
SRR8558499	1
SRR8558500	1
SRR8558513	0
SRR8568156	0
SRR8568224	0
SRR8582759	0
SRR8582763	0
SRR8586209	0
SRR8586210	0
SRR8588269	1
SRR8588618	0
SRR8588621	1
SRR8591907	1
SRR8591911	0
SRR8591919	0
SRR8634605	1
SRR8634613	0
SRR8634616	1
SRR8634618	0
SRR8634621	0
SRR8656987	0
SRR8656991	0
SRR8657000	0
SRR8670853	1
SRR8704595	0
SRR8704598	0
SRR8705954	1
SRR8715503	0
SRR8715549	1
SRR8737841	0
SRR8737842	1
SRR8737849	0
SRR8746520	0
SRR8754021	0
SRR8757983	0
SRR8771300	0
SRR8774282	1
SRR8774308	1
SRR8774309	1
SRR8774313	0
SRR8775483	0
SRR8775485	0
SRR8775487	0
SRR8783670	0
SRR8820011	1
SRR8820013	0
SRR8820018	0
SRR8820022	1
SRR8820024	1
SRR8820068	0
SRR8832687	1
SRR8832721	1
SRR8832733	0
SRR8861600	0
SRR8863363	1
SRR8863364	0
SRR8863365	0
SRR8866503	0
SRR8873626	1
SRR8873627	0
SRR8878449	1
SRR8878459	0
SRR8893083	0
SRR8893084	0
SRR8923788	1
SRR8924400	1
SRR8924436	0
SRR8924474	1
SRR8924483	1
SRR8936115	0
SRR8936118	0
SRR8979627	0
SRR8979702	0
SRR8979721	1
SRR8981796	1
SRR8981834	1
SRR8981836	0
SRR9007497	1
SRR9018472	0
SRR9018475	1
SRR9018478	0
SRR9018480	1
SRR9018481	1
SRR9018543	0
SRR9018544	0
SRR9050407	0
SRR9050410	0
SRR9050418	0
SRR9050425	0
SRR9050427	1
SRR9050428	0
SRR9072785	1
SRR9089359	1
SRR9093160	0
SRR9095150	0
SRR9095151	1
SRR9095164	0
SRR9121358	0
SRR9121359	0
SRR9121363	0
SRR9121364	0
SRR9151843	1
SRR9178563	1
SRR9178565	0
SRR9178568	0
SRR9222624	1
SRR9257720	0
SRR9257721	0
SRR9257722	0
SRR9258934	1
SRR9259103	1
SRR9259105	0
SRR9259306	0
SRR9259307	0
SRR9259315	0
SRR9259331	0
SRR9259446	0
SRR9259828	1
SRR9259987	1
SRR9260015	1
SRR9260658	1
SRR9260902	1
SRR9261053	0
SRR9273275	0
SRR9273282	0
SRR9273285	0
SRR9273299	0
SRR9273304	0
SRR9273310	0
SRR9306489	0
SRR9306493	0
SRR9311807	0
SRR9311808	0
SRR9311810	1
SRR9311811	0
SRR9311817	0
SRR9586549	0
SRR9586553	1
SRR9586556	0
SRR9586562	1
SRR9586565	0
SRR9616420	0
SRR9616447	1
SRR9620983	0
SRR9649475	0
SRR9651420	0
SRR9661196	1
SRR9661197	0
SRR9661199	0
SRR9661221	1
SRR9661249	1
SRR9678933	1
SRR9678935	0
SRR9719229	0
SRR9719230	1
SRR9719231	0
SRR9719238	1
SRR9719239	1
SRR9719281	0
SRR9720380	1
SRR9722243	0
SRR9825572	1
SRR9825576	1
SRR9826940	0
SRR9826957	0
SRR9836711	0
SRR9836895	0
SRR9874785	0
SRR9874814	1
SRR9886011	1
SRR9886075	0
SRR9886100	1
SRR9886109	1
SRR9920985	1
SRR9920996	1
SRR9942567	1
SRR9944895	1
SRR9944897	0
SRR9961610	0
SRR9967812	1
SRR9967816	0
SRR9973690	1
SRR9973691	1
SRR9973695	0
SRR9973707	0

