sample	MSMclade_isolate
SRR5005523	0
SRR5005537	0
SRR5005538	0
SRR5005545	0
SRR5005556	0
SRR5005563	1
SRR5005606	0
SRR5006057	0
SRR5006059	1
SRR5006060	0
SRR5006070	1
SRR5006081	0
SRR5006086	0
SRR5006092	0
SRR5006096	0
SRR5006144	1
SRR5006235	0
SRR5006236	0
SRR5006242	0
SRR5006243	0
SRR5006329	0
SRR5006338	0
SRR5006341	0
SRR5006346	0
SRR5006352	0
SRR5006354	1
SRR5006355	0
SRR5006356	0
SRR5006358	1
SRR5006364	0
SRR5006365	0
SRR5006371	1
SRR5006384	0
SRR5006385	1
SRR5006400	0
SRR5006401	0
SRR5006415	0
SRR5006418	0
SRR5006420	0
SRR5006429	0
SRR5006431	1
SRR5017302	0
SRR5017327	0
SRR5017459	0
SRR5017462	1
SRR5017467	0
SRR5017480	0
SRR5017488	0
SRR5017505	0
SRR5017524	0
SRR5017537	0
SRR5017544	1
SRR5017552	0
SRR5017721	0
SRR5017738	0
SRR5017861	0
SRR5017975	0
SRR5018175	1
SRR5018253	0
SRR5018274	0
SRR5018276	1
SRR5018288	0
SRR5018315	1
SRR5018320	1
SRR5018329	0
SRR5018332	0
SRR5018376	0
SRR5018377	0
SRR5018391	0
SRR5023686	0
SRR5023687	1
SRR5023698	0
SRR5023730	0
SRR5023832	0
SRR5023834	0
SRR5023891	0
SRR5023897	0
SRR5023898	0
SRR5023926	0
SRR5023928	0
SRR5023931	0
SRR5023934	0
SRR5023935	0
SRR5023953	1
SRR5023961	0
SRR5024067	1
SRR5024070	0
SRR5024080	1
SRR5024153	0
SRR5024162	0
SRR5024178	0
SRR5024215	0
SRR5024218	0
SRR5024223	0
SRR5024231	1
SRR5024239	0
SRR5024244	1
SRR5024252	0
SRR5024286	0
SRR5024291	0
SRR5024299	0
SRR5024306	0
SRR5024311	1
SRR5024325	0
SRR5024327	0
SRR5024409	0
SRR5024446	0
SRR5024452	0
SRR5024461	0
SRR5024463	0
SRR5024465	1
SRR5024477	1
SRR5024486	0
SRR5024491	1
SRR5024495	0
SRR5024501	1
SRR5024527	0
SRR5024531	1
SRR5029663	0
SRR5029842	0
SRR5029857	1
SRR5029862	0
SRR5034597	1
SRR6467514	1
SRR6467515	1
SRR7167540	1
SRR7170920	0
SRR7170921	1
SRR7170922	0
SRR7170923	0
SRR7170924	0
SRR7170925	0
SRR7170926	0
SRR7170927	0
SRR7170928	1
SRR7170929	0
SRR7170930	0
SRR7170931	0
SRR7170932	1
SRR7170933	0
SRR7170934	0
SRR7170935	0
SRR7170936	1
SRR7170937	0
SRR7170938	1
SRR7172059	0
SRR7172070	0
SRR7172071	0
SRR7172156	0
SRR7172157	0
SRR7172256	0
SRR7172257	0
SRR7172258	0
SRR7172260	0
SRR7172262	0
SRR7172263	0
SRR7172269	0
SRR7172271	0
SRR7172273	0
SRR7172276	1
SRR7172280	0
SRR7172285	0
SRR7172286	0
SRR7172287	0
SRR7172288	0
SRR7172289	0
SRR7172291	0
SRR7172295	0
SRR7172297	0
SRR7172302	1
SRR7172303	1
SRR7172304	0
SRR7172407	0
SRR7172410	0
SRR7172412	1
SRR7172426	0
SRR7172429	0
SRR7172430	1
SRR7172445	0
SRR7172518	1
SRR7179818	0
SRR7179823	0
SRR7179825	0
SRR7179826	0
SRR7179835	0
SRR7179857	0
SRR7179860	1
SRR7179868	1
SRR7179878	0
SRR7179890	1
SRR7179896	0
SRR7179905	0
SRR7179910	0
SRR7179915	0
SRR7179951	0
SRR7179954	0
SRR7179956	0
SRR7179961	1
SRR7179962	0
SRR7179963	0
SRR7179964	1
SRR7179968	1
SRR7179994	1
SRR7184216	0
SRR7184217	1
SRR7184220	0
SRR7184221	0
SRR7184223	0
SRR7184228	0
SRR7184229	0
SRR7184233	0
SRR7184237	0
SRR7184240	1
SRR7184244	0
SRR7184245	0
SRR7184246	0
SRR7184248	0
SRR7184249	0
SRR7184251	0
SRR7184255	1
SRR7184257	1
SRR7184269	0
SRR7184311	0
SRR7184320	0
SRR7184321	0
SRR7184323	1
SRR7184326	0
SRR7184334	0
SRR7184338	0
SRR7184342	0
SRR7184354	0
SRR7184365	0
SRR7184369	1
SRR7184370	0
SRR7184373	0
SRR7184387	0
SRR7184402	0
SRR7184418	0
SRR7184434	1
SRR7186890	1
SRR7186893	1
SRR7186900	1
SRR7186920	0
SRR7186921	1
SRR7186924	1
SRR7186933	0
SRR7186934	0
SRR7186938	0
SRR7186944	0
SRR7186953	0
SRR7186955	0
SRR7186957	0
SRR7186960	0
SRR7186963	0
SRR7186972	0
SRR7187003	0
SRR7187006	0
SRR7187007	0
SRR7187008	0
SRR7187012	0
SRR7187015	1
SRR7187016	0
SRR7187021	0
SRR7187031	0
SRR7187032	0
SRR7187040	0
SRR7187048	0
SRR7187049	0
SRR7187056	0
SRR7187057	0
SRR7187059	1
SRR7187063	0
SRR7187065	0
SRR7187080	0
SRR7187088	1
SRR7187092	0
SRR7187532	0
SRR7187755	0
SRR7187764	0
SRR7187766	1
SRR7187769	0
SRR7187771	1
SRR7187773	0
SRR7187777	0
SRR7187782	0
SRR7187784	0
SRR7187789	0
SRR7187793	0
SRR7187796	0
SRR7187798	0
SRR7187800	0
SRR7187802	0
SRR7187826	0
SRR7187833	0
SRR7187836	0
SRR7187838	0
SRR7187844	0
SRR7187845	0
SRR7187847	0
SRR7187855	0
SRR7187857	1
SRR7187859	0
SRR7187862	0
SRR7187873	0
SRR7187874	1
SRR7187876	0
SRR7187877	0
SRR7187879	0
SRR7187885	1
SRR7187887	1
SRR7187890	0
SRR7187893	0
SRR7187894	0
SRR7187899	0
SRR7187901	1
SRR7187927	0
SRR7187938	0
SRR7187948	1
SRR7187994	1
SRR7191521	0
SRR7191525	0
SRR7191526	0
SRR7191531	0
SRR7191536	0
SRR7191540	0
SRR7191541	0
SRR7191543	0
SRR7191546	0
SRR7191548	0
SRR7191559	0
SRR7191560	0
SRR7191568	0
SRR7191644	1
SRR7191646	0
SRR7191648	0
SRR7191677	1
SRR7191678	0
SRR7191682	1
SRR7191685	1
SRR7191687	1
SRR7191690	1
SRR7191691	0
SRR7191703	0
SRR7191707	0
SRR7191712	0
SRR7191715	0
SRR7191716	0
SRR7191719	0
SRR7191721	0
SRR7191736	0
SRR7204210	0
SRR7204212	0
SRR7204243	0
SRR7204244	1
SRR7204245	0
SRR7204248	0
SRR7204306	0
SRR7204307	0
SRR7204317	0
SRR7204321	1
SRR7204325	0
SRR7204326	0
SRR7204346	0
SRR7204347	0
SRR7204354	1
SRR7204364	0
SRR7204367	0
SRR7204380	0
SRR7204386	0
SRR7204390	0
SRR7204393	0
SRR7204394	1
SRR7204398	0
SRR7204418	1
SRR7204421	0
SRR7204424	0
SRR7204426	1
SRR7204431	0
SRR7204453	0
SRR7204455	0
SRR7208624	1
SRR7208634	1
SRR7208637	0
SRR7208639	0
SRR7208758	0
SRR7208780	0
SRR7208996	0
SRR7209028	0
SRR7209033	0
SRR7209047	0
SRR7209058	0
SRR7209059	1
SRR7215274	1
SRR7215279	0
SRR7215282	1
SRR7215287	0
SRR7215290	1
SRR7215479	0
SRR7215504	0
SRR7215516	1
SRR7215518	0
SRR7215525	0
SRR7215527	0
SRR7215569	1
SRR7215571	0
SRR7215915	0
SRR7215917	1
SRR7215922	0
SRR7215930	0
SRR7215931	0
SRR7215934	1
SRR7215935	0
SRR7215937	0
SRR7215946	0
SRR7215947	1
SRR7215952	0
SRR7215956	0
SRR7215957	0
SRR7221094	0
SRR7221099	0
SRR7221101	0
SRR7221104	0
SRR7221108	0
SRR7221118	0
SRR7221187	1
SRR7221189	0
SRR7221194	1
SRR7221195	0
SRR7221196	1
SRR7221199	1
SRR7221208	1
SRR7221218	0
SRR7221222	0
SRR7221223	0
SRR7221224	0
SRR7221230	0
SRR7221231	0
SRR7221234	1
SRR7221239	0
SRR7221240	0
SRR7221247	0
SRR7221248	0
SRR7221249	0
SRR7221253	0
SRR7221254	0
SRR7221259	0
SRR7221262	1
SRR7221267	0
SRR7221274	0
SRR7221275	0
SRR7221276	1
SRR7221277	0
SRR7221279	0
SRR7221286	0
SRR7221288	0
SRR7221294	1
SRR7221323	0
SRR7221327	0
SRR7223032	0
SRR7223037	0
SRR7223041	0
SRR7223046	0
SRR7223047	0
SRR7223055	0
SRR7223058	0
SRR7223060	0
SRR7223061	0
SRR7223070	0
SRR7223074	0
SRR7223075	0
SRR7223080	1
SRR7223084	0
SRR7223086	0
SRR7223087	0
SRR7223090	0
SRR7223097	0
SRR7223106	0
SRR7223107	0
SRR7223108	1
SRR7223111	1
SRR7223114	1
SRR7223115	0
SRR7223117	0
SRR7223119	0
SRR7223120	0
SRR7223122	0
SRR7223125	0
SRR7223140	0
SRR7223141	1
SRR7223143	1
SRR7223145	1
SRR7223146	0
SRR7223150	0
SRR7223154	0
SRR7223159	0
SRR7230159	0
SRR7230162	0
SRR7230168	0
SRR7230208	0
SRR7230209	0
SRR7230213	0
SRR7230219	0
SRR7230221	1
SRR7230226	1
SRR7230228	0
SRR7230233	1
SRR7230235	0
SRR7230238	0
SRR7230240	1
SRR7230241	1
SRR7230247	0
SRR7230249	0
SRR7230250	0
SRR7230293	0
SRR7230301	0
SRR7230303	0
SRR7230309	1
SRR7230312	0
SRR7230315	0
SRR7230317	0
SRR7230330	1
SRR7230331	0
SRR7230334	0
SRR7230335	0
SRR7230340	0
SRR7230344	0
SRR7230345	1
SRR7230354	0
SRR7230373	0
SRR7230374	1
SRR7230380	0
SRR7230381	0
SRR7230383	1
SRR7230384	0
SRR7230386	1
SRR7230391	1
SRR7230392	0
SRR7230678	1
SRR7230713	0
SRR7236430	0
SRR7236431	0
SRR7236434	0
SRR7236437	0
SRR7236439	0
SRR7236442	1
SRR7236445	1
SRR7236565	0
SRR7236575	1
SRR7236576	0
SRR7236577	0
SRR7236580	0
SRR7236581	0
SRR7236583	1
SRR7236584	0
SRR7236586	0
SRR7236589	0
SRR7236590	0
SRR7236591	0
SRR7236594	0
SRR7236599	0
SRR7236603	1
SRR7236604	1
SRR7236605	0
SRR7236612	0
SRR7236614	1
SRR7236615	0
SRR7236617	1
SRR7236619	0
SRR7236622	0
SRR7236627	1
SRR7236628	0
SRR7236630	0
SRR7236642	0
SRR7236649	0
SRR7236650	0
SRR7236651	0
SRR7236683	0
SRR7244219	0
SRR7244221	1
SRR7244224	0
SRR7244230	0
SRR7244238	0
SRR7244243	0
SRR7244247	0
SRR7244273	1
SRR7244274	0
SRR7244278	0
SRR7244284	0
SRR7244287	0
SRR7244289	1
SRR7244292	0
SRR7244313	0
SRR7244316	1
SRR7244328	0
SRR7244333	0
SRR7244358	0
SRR7244416	0
SRR7244427	0
SRR7249504	0
SRR7249505	1
SRR7249514	0
SRR7249518	0
SRR7249521	0
SRR7249684	1
SRR7249687	1
SRR7249688	0
SRR7249693	0
SRR7249694	0
SRR7249707	0
SRR7249709	0
SRR7249712	1
SRR7249713	1
SRR7249724	0
SRR7249727	0
SRR7249730	0
SRR7249734	0
SRR7249736	0
SRR7249737	0
SRR7249738	0
SRR7249748	0
SRR7249749	0
SRR7249754	0
SRR7249783	0
SRR7250946	0
SRR7250953	0
SRR7250954	0
SRR7250955	0
SRR7250956	0
SRR7250964	0
SRR7250966	0
SRR7250967	0
SRR7250970	1
SRR7250972	0
SRR7250978	1
SRR7250981	1
SRR7250985	1
SRR7250987	0
SRR7250989	0
SRR7250993	0
SRR7251002	0
SRR7251011	0
SRR7251015	0
SRR7251022	0
SRR7251024	1
SRR7251025	0
SRR7251029	1
SRR7251030	1
SRR7251031	1
SRR7251032	1
SRR7251033	0
SRR7251035	0
SRR7251037	1
SRR7251039	0
SRR7251041	1
SRR7251047	0
SRR7251058	0
SRR7251085	0
SRR7251413	0
SRR7251414	0
SRR7251427	1
SRR7251430	1
SRR7251433	1
SRR7251441	1
SRR7251445	0
SRR7251448	0
SRR7251462	0
SRR7251469	1
SRR7251470	0
SRR7251473	0
SRR7251476	1
SRR7251477	0
SRR7251479	0
SRR7251485	0
SRR7251490	0
SRR7251498	0
SRR7251500	1
SRR7256802	0
SRR7256803	0
SRR7256807	0
SRR7256950	0
SRR7256960	0
SRR7256962	1
SRR7256971	0
SRR7256974	0
SRR7256977	0
SRR7256980	0
SRR7256984	0
SRR7256998	0
SRR7257039	0
SRR7257042	0
SRR7257044	0
SRR7257045	0
SRR7257085	1
SRR7257086	0
SRR7257087	0
SRR7257089	0
SRR7257118	0
SRR7257119	0
SRR7257127	0
SRR7257135	0
SRR7257153	1
SRR7257321	0
SRR7265628	1
SRR7265741	0
SRR7265845	1
SRR7265853	0
SRR7265855	0
SRR7265859	0
SRR7265862	0
SRR7265921	1
SRR7265923	0
SRR7265926	0
SRR7265932	1
SRR7265934	0
SRR7265935	0
SRR7265938	0
SRR7265940	0
SRR7265945	0
SRR7265953	0
SRR7265958	1
SRR7265959	1
SRR7265961	0
SRR7265965	0
SRR7265966	1
SRR7265971	0
SRR7265972	0
SRR7265978	0
SRR7266380	1
SRR7266381	1
SRR7266387	0
SRR7266388	1
SRR7266756	0
SRR7266758	0
SRR7266763	0
SRR7266765	0
SRR7266766	1
SRR7266772	0
SRR7266775	0
SRR7266777	0
SRR7266780	0
SRR7266781	0
SRR7266783	0
SRR7266787	0
SRR7266790	1
SRR7266791	1
SRR7266795	0
SRR7266796	0
SRR7266803	0
SRR7266805	0
SRR7266807	0
SRR7266809	1
SRR7266810	1
SRR7266818	0
SRR7266822	0
SRR7266825	0
SRR7266827	0
SRR7266831	1
SRR7274753	0
SRR7274782	0
SRR7274791	1
SRR7274792	0
SRR7274794	1
SRR7274795	0
SRR7274798	0
SRR7274801	0
SRR7274804	0
SRR7274809	0
SRR7274811	0
SRR7274815	0
SRR7274819	0
SRR7274829	1
SRR7274831	0
SRR7274836	0
SRR7274837	0
SRR7274839	1
SRR7274848	0
SRR7274850	0
SRR7274851	0
SRR7276883	0
SRR7276884	1
SRR7276885	1
SRR7276888	0
SRR7276894	0
SRR7276899	0
SRR7276900	0
SRR7276906	0
SRR7276909	1
SRR7276912	0
SRR7276916	1
SRR7276953	0
SRR7276956	1
SRR7276962	0
SRR7276963	0
SRR7277001	0
SRR7277003	0
SRR7277692	0
SRR7277695	0
SRR7277702	0
SRR7277704	0
SRR7277725	1
SRR7277732	0
SRR7277743	0
SRR7277747	0
SRR7277750	0
SRR7277751	0
SRR7277755	0
SRR7277756	0
SRR7277759	1
SRR7277760	0
SRR7277762	1
SRR7277774	0
SRR7277779	0
SRR7277787	0
SRR7277794	0
SRR7277797	0
SRR7277813	0
SRR7277880	0
SRR7282604	0
SRR7282605	1
SRR7282610	0
SRR7282611	1
SRR7282620	0
SRR7282621	0
SRR7282624	0
SRR7282625	1
SRR7282632	1
SRR7282646	0
SRR7282659	0
SRR7283667	1
SRR7283668	1
SRR7283672	0
SRR7283678	0
SRR7283679	0
SRR7283716	0
SRR7283720	0
SRR7283726	0
SRR7283727	1
SRR7283733	0
SRR7283735	0
SRR7283738	1
SRR7283741	0
SRR7283743	0
SRR7283747	0
SRR7283751	1
SRR7283754	0
SRR7283758	0
SRR7283761	0
SRR7283762	0
SRR7283768	1
SRR7283769	0
SRR7283771	0
SRR7283797	0
SRR7283801	0
SRR7283803	0
SRR7283806	1
SRR7283808	0
SRR7283810	1
SRR7284306	0
SRR7285408	0
SRR7285416	1
SRR7285419	0
SRR7285425	0
SRR7285427	0
SRR7285430	0
SRR7285434	0
SRR7285446	0
SRR7285450	0
SRR7285454	0
SRR7285461	0
SRR7285465	0
SRR7285476	0
SRR7285479	0
SRR7285486	1
SRR7285491	0
SRR7285493	0
SRR7285495	0
SRR7285501	0
SRR7285520	0
SRR7285526	0
SRR7285527	1
SRR7285528	0
SRR7285532	0
SRR7285533	1
SRR7285534	1
SRR7285537	0
SRR7285538	0
SRR7285539	0
SRR7285544	0
SRR7285545	0
SRR7285558	0
SRR7285561	0
SRR7285562	0
SRR7285565	0
SRR7285567	1
SRR7285568	0
SRR7285569	0
SRR7285570	0
SRR7285577	0
SRR7285579	1
SRR7285581	0
SRR7285582	1
SRR7285600	0
SRR7285640	1
SRR7286182	0
SRR7286183	0
SRR7286249	0
SRR7286257	0
SRR7286261	0
SRR7286360	0
SRR7286361	0
SRR7286365	0
SRR7286366	0
SRR7286368	0
SRR7286374	0
SRR7286388	0
SRR7286389	0
SRR7286390	0
SRR7286391	0
SRR7286398	0
SRR7286407	0
SRR7286408	1
SRR7286441	1
SRR7286442	0
SRR7286445	0
SRR7286453	1
SRR7286454	0
SRR7286456	0
SRR7286462	0
SRR7286463	0
SRR7286464	0
SRR7286465	0
SRR7286471	0
SRR7286474	0
SRR7286477	0
SRR7286479	1
SRR7286480	1
SRR7286485	0
SRR7286486	0
SRR7286488	1
SRR7286489	0
SRR7286490	0
SRR7286493	0
SRR7286496	1
SRR7286499	0
SRR7286502	0
SRR7286503	0
SRR7286511	0
SRR7286514	1
SRR7286518	0
SRR7286519	1
SRR7286523	0
SRR7286531	1
SRR7286532	0
SRR7286535	0
SRR7286540	1
SRR7286545	0
SRR7286547	0
SRR7286558	0
SRR7286561	1
SRR7286562	0
SRR7286564	1
SRR7286565	0
SRR7286567	0
SRR7286569	0
SRR7286570	0
SRR7286574	0
SRR7286576	1
SRR7286577	1
SRR7286579	0
SRR7286583	0
SRR7286594	0
SRR7286597	0
SRR7286600	0
SRR7286608	0
SRR7286609	0
SRR7286610	0
SRR7286611	0
SRR7286623	0
SRR7286625	0
SRR7286631	0
SRR7286634	0
SRR7286640	0
SRR7286641	0
SRR7286661	0
SRR7286674	0
SRR7286676	1
SRR7286677	0
SRR7286680	0
SRR7286681	0
SRR7286685	0
SRR7290895	0
SRR7290896	0
SRR7290897	0
SRR7290899	1
SRR7290913	0
SRR7290916	0
SRR7290924	0
SRR7290925	1
SRR7290931	0
SRR7290968	0
SRR7290972	0
SRR7290973	1
SRR7290978	1
SRR7290981	1
SRR7290986	0
SRR7290993	0
SRR7290995	1
SRR7290999	0
SRR7291001	0
SRR7291006	1
SRR7291008	1
SRR7291011	0
SRR7291014	0
SRR7291023	0
SRR7291034	1
SRR7291042	0
SRR7291433	0
SRR7291435	0
SRR7291471	1
SRR7291511	1
SRR7291539	1
SRR7291540	0
SRR7291541	0
SRR7291544	0
SRR7291546	0
SRR7291548	1
SRR7291551	0
SRR7291555	1
SRR7291558	0
SRR7291559	1
SRR7291586	1
SRR7291590	0
SRR7291591	0
SRR7291593	0
SRR7291596	0
SRR7291598	0
SRR7291600	0
SRR7291601	1
SRR7291607	0
SRR7291610	1
SRR7291621	0
SRR7291622	0
SRR7291624	0
SRR7291630	0
SRR7291637	0
SRR7291639	1
SRR7291641	1
SRR7291646	0
SRR7291650	0
SRR7291655	1
SRR7291657	1
SRR7291658	0
SRR7291660	1
SRR7291661	1
SRR7291663	0
SRR7291665	0
SRR7291672	0
SRR7291832	0
SRR7291833	0
SRR7291836	0
SRR7291905	0
SRR7291906	0
SRR7291908	1
SRR7291912	0
SRR7291914	0
SRR7291917	1
SRR7291919	0
SRR7291927	1
SRR7291933	1
SRR7291944	1
SRR7291953	0
SRR7292623	0
SRR7358007	0
SRR7358009	0
SRR7358012	1
SRR7358015	0
SRR7358018	0
SRR7358024	0
SRR7358027	0
SRR7358029	1
SRR7358031	0
SRR7358035	1
SRR7358041	0
SRR7358042	0
SRR7358108	0
SRR7358112	0
SRR7358114	0
SRR7358115	0
SRR7358263	0
SRR7358264	0
SRR7358267	0
SRR7358269	1
SRR7358270	1
SRR7358279	1
SRR7358303	0
SRR7358307	0
SRR7358308	0
SRR7367200	0
SRR7367210	0
SRR7367214	0
SRR7367217	0
SRR7367219	0
SRR7367221	0
SRR7367224	0
SRR7367237	0
SRR7367239	0
SRR7367251	0
SRR7367255	0
SRR7367361	0
SRR7367366	0
SRR7367369	0
SRR7367372	1
SRR7367373	0
SRR7367383	0
SRR7367384	0
SRR7367386	1
SRR7367390	1
SRR7367396	1
SRR7367398	0
SRR7367399	0
SRR7367415	0
SRR7367416	0
SRR7367421	0
SRR7367422	0
SRR7367430	0
SRR7367435	0
SRR7367453	0
SRR7367457	0
SRR7367460	0
SRR7367466	0
SRR7367467	0
SRR7367472	0
SRR7367475	0
SRR7367526	0
SRR7367533	1
SRR7367536	1
SRR7367540	1
SRR7367543	0
SRR7367546	0
SRR7367562	0
SRR7367570	0
SRR7367575	0
SRR7367578	0
SRR7367579	0
SRR7401606	0
SRR7401614	0
SRR7401622	0
SRR7401640	1
SRR7401641	1
SRR7401650	0
SRR7401686	1
SRR7401688	0
SRR7401690	0
SRR7401703	0
SRR7401710	1
SRR7401715	0
SRR7401717	1
SRR7401729	0
SRR7407914	1
SRR7407916	0
SRR7407917	0
SRR7407918	0
SRR7407924	0
SRR7407944	1
SRR7407965	0
SRR7407967	1
SRR7407976	0
SRR7407977	0
SRR7407979	0
SRR7407981	0
SRR7407985	1
SRR7407990	0
SRR7416054	0
SRR7416055	0
SRR7416057	0
SRR7416062	0
SRR7416063	0
SRR7416064	1
SRR7416066	0
SRR7416067	0
SRR7416070	0
SRR7416071	0
SRR7417184	1
SRR7439067	1
SRR7439071	1
SRR7439078	1
SRR7439137	0
SRR7439138	0
SRR7456553	1
SRR7456556	0
SRR7456558	0
SRR7456560	1
SRR7456561	1
SRR7456567	1
SRR7456572	0
SRR7456573	0
SRR7457802	0
SRR7457803	0
SRR7457804	1
SRR7457851	1
SRR7474035	0
SRR7474042	0
SRR7474132	1
SRR7495417	1
SRR7495421	1
SRR7495422	1
SRR7495423	1
SRR7500911	1
SRR7500939	1
SRR7500940	0
SRR7500949	0
SRR7500958	0
SRR7500992	1
SRR7501107	0
SRR7501511	0
SRR7505872	0
SRR7505886	0
SRR7522840	0
SRR7522842	1
SRR7522847	1
SRR7522850	1
SRR7522854	1
SRR7527620	1
SRR7527628	1
SRR7527629	0
SRR7527630	1
SRR7527631	1
SRR7527633	0
SRR7527635	1
SRR7527637	0
SRR7527640	0
SRR7527644	0
SRR7527645	0
SRR7527647	0
SRR7537586	0
SRR7588674	0
SRR7588676	0
SRR7588677	0
SRR7588678	0
SRR7588680	0
SRR7588686	1
SRR7588688	0
SRR7588695	0
SRR7588702	0
SRR7588709	0
SRR7588716	1
SRR7588721	1
SRR7588723	1
SRR7588729	0
SRR7588736	1
SRR7588741	0
SRR7588742	0
SRR7826908	0
SRR7826909	1
SRR7826920	1
SRR7826923	0
SRR7826933	1
SRR7826937	1
SRR7826938	0
SRR7826941	0
SRR7826943	0
SRR7826946	1
SRR7826952	0
SRR7826954	0
SRR7826968	0
SRR7826972	0
SRR7826976	0
SRR7826979	0
SRR7826980	0
SRR7826981	0
SRR7826984	0
SRR7826987	0
SRR7827037	1
SRR7827041	0
SRR7827056	1
SRR7827068	0
SRR7827993	1
SRR7832322	0
SRR7832323	0
SRR7832324	0
SRR7832326	0
SRR7832328	0
SRR7833078	0
SRR7833079	0
SRR7833088	0
SRR7833091	1
SRR7833096	0
SRR7833102	1
SRR7833103	1
SRR7833840	0
SRR7833841	0
SRR7834588	0
SRR7834591	0
SRR7834595	1
SRR7835330	0
SRR7835536	1
SRR7835542	0
SRR7836285	0
SRR7836288	1
SRR7836290	0
SRR7836296	1
SRR7836297	0
SRR7836299	1
SRR7836300	0
SRR7836310	0
SRR7837804	0
SRR7838553	0
SRR7839300	0
SRR7839302	0
SRR7839304	1
SRR7839308	1
SRR7839309	0
SRR7839318	0
SRR7839319	1
SRR7839323	0
SRR7839329	0
SRR7839337	0
SRR7839338	0
SRR7839345	1
SRR7839346	0
SRR7839347	1
SRR7839352	0
SRR7839371	1
SRR7839375	1
SRR7840172	0
SRR7840869	0
SRR7841123	1
SRR7842046	0
SRR7842065	1
SRR7842067	0
SRR7842073	0
SRR7842074	0
SRR7842081	0
SRR7842090	0
SRR7842094	0
SRR7842096	0
SRR7842097	1
SRR7842104	1
SRR7842106	1
SRR7842119	1
SRR7842121	0
SRR7842123	0
SRR7842125	1
SRR7842126	1
SRR7842127	0
SRR7842128	1
SRR7842129	0
SRR7842131	1
SRR7842135	0
SRR7842136	1
SRR7842140	0
SRR7842144	1
SRR7842152	1
SRR7842160	0
SRR7842163	0
SRR7842168	1
SRR7842169	0
SRR7842171	0
SRR7842176	0
SRR7842181	1
SRR7842187	0
SRR7842200	0
SRR7849984	0
SRR7849986	0
SRR7849988	0
SRR7849994	1
SRR7850006	0
SRR7850008	1
SRR7850012	0
SRR7850014	0
SRR7850027	0
SRR7850028	1
SRR7850032	0
SRR7850035	1
SRR7850039	0
SRR7850051	1
SRR7850052	0
SRR7850055	1
SRR7850057	0
SRR7850058	0
SRR7850060	0
SRR7850063	0
SRR7850066	1
SRR7850069	0
SRR7850073	0
SRR7850075	0
SRR7850077	0
SRR7850083	0
SRR7850084	0
SRR7850085	0
SRR7850092	0
SRR7850095	0
SRR7850101	0
SRR7850103	0
SRR7850116	0
SRR7850121	0
SRR7850125	0
SRR7850129	0
SRR7850131	1
SRR7850134	1
SRR7850136	1
SRR7850142	1
SRR7850150	0
SRR7850151	0
SRR7850161	1
SRR7850174	0
SRR7850180	1
SRR7850181	0
SRR7850182	0
SRR7850188	1
SRR7850193	0
SRR7850201	0
SRR7850205	1
SRR7850208	0
SRR7850222	0
SRR7850229	0
SRR7850240	0
SRR7850265	0
SRR7850279	0
SRR7850352	0
SRR7866022	0
SRR7866069	0
SRR7866070	1
SRR7866077	0
SRR7866091	1
SRR7866099	1
SRR7866100	1
SRR7866101	0
SRR7866104	0
SRR7866112	1
SRR7866114	1
SRR7866118	0
SRR7866227	0
SRR7866232	0
SRR7866236	0
SRR7866243	0
SRR7866246	0
SRR7866251	0
SRR7866254	0
SRR7866261	0
SRR7866286	1
SRR7866288	0
SRR7866527	0
SRR7873472	1
SRR7873473	0
SRR7873476	0
SRR7889989	0
SRR7889990	0
SRR7889991	0
SRR7890012	0
SRR7890015	0
SRR7890018	0
SRR7890020	1
SRR7890113	0
SRR7890114	1
SRR7890116	0
SRR7892119	1
SRR7892120	1
SRR7892121	1
SRR7892122	0
SRR7892125	0
SRR7892533	1
SRR7892545	0
SRR7895978	0
SRR7895980	0
SRR7895985	0
SRR7895987	0
SRR7895990	0
SRR7895991	0
SRR7895992	0
SRR7895995	0
SRR7895998	0
SRR7895999	1
SRR7896000	1
SRR7896003	0
SRR7896004	0
SRR7943896	0
SRR7943897	0
SRR7943898	1
SRR7943909	0
SRR7943911	1
SRR7943916	0
SRR7943918	0
SRR7943920	1
SRR7943921	0
SRR7943922	0
SRR7943928	0
SRR7956009	1
SRR7956011	0
SRR7956012	0
SRR7956013	0
SRR7956015	0
SRR7956016	0
SRR7956018	1
SRR7956022	0
SRR7956026	0
SRR7970954	0
SRR7974362	0
SRR7974363	0
SRR7974365	0
SRR7974366	0
SRR7974368	0
SRR7974370	1
SRR7974372	1
SRR7974374	0
SRR7975961	0
SRR7975971	0
SRR7975972	0
SRR7975973	0
SRR7975977	1
SRR7975979	0
SRR7975980	0
SRR7975983	0
SRR7975984	1
SRR7975985	0
SRR7975986	0
SRR7975987	0
SRR7975988	1
SRR7975989	0
SRR7979557	1
SRR7979559	0
SRR7988722	0
SRR7988736	0
SRR8032429	0
SRR8032435	0
SRR8032849	0
SRR8032850	0
SRR8032858	0
SRR8032862	0
SRR8032865	0
SRR8032870	0
SRR8052167	0
SRR8052183	0
SRR8052184	0
SRR8052185	0
SRR8052186	0
SRR8052188	0
SRR8052199	1
SRR8059110	0
SRR8059113	1
SRR8086653	0
SRR8086685	0
SRR8086697	0
SRR8086711	0
SRR8086712	1
SRR8086716	0
SRR8086720	1
SRR8086721	0
SRR8086722	0
SRR8086731	0
SRR8086732	0
SRR8086734	1
SRR8086736	0
SRR8086737	1
